Date,{"SpaceDryBulbTemperature":"Kids Bedroom"},{"SpaceDryBulbTemperature":"Bathroom"},{"SpaceDryBulbTemperature":"Storage"},{"SpaceDryBulbTemperature":"Kitchen"},{"SpaceDryBulbTemperature":"Laundry"},{"SpaceDryBulbTemperature":"Livingroom"},{"SpaceDryBulbTemperature":"Main Bedroom"},{"SpaceDryBulbTemperature":"Hallway"}
09/18 - 1:15,17.311,17.362,17.821,17.162,17.479,16.736,17.070,17.743
09/18 - 1:30,17.282,17.334,17.816,17.119,17.469,16.693,17.050,17.738
09/18 - 1:45,17.252,17.306,17.811,17.074,17.458,16.647,17.029,17.733
09/18 - 2:00,17.222,17.278,17.806,17.031,17.446,16.601,17.007,17.728
09/18 - 2:15,17.191,17.250,17.801,16.990,17.433,16.555,16.985,17.723
09/18 - 2:30,17.161,17.222,17.795,16.948,17.420,16.509,16.963,17.718
09/18 - 2:45,17.130,17.194,17.790,16.906,17.406,16.462,16.940,17.712
09/18 - 3:00,17.105,17.170,17.784,16.872,17.392,16.421,16.919,17.707
09/18 - 3:15,17.087,17.152,17.778,16.847,17.379,16.392,16.904,17.701
09/18 - 3:30,17.071,17.135,17.771,16.823,17.366,16.367,16.891,17.695
09/18 - 3:45,17.055,17.118,17.765,16.801,17.352,16.344,16.878,17.689
09/18 - 4:00,17.040,17.101,17.758,16.781,17.338,16.322,16.866,17.683
09/18 - 4:15,17.026,17.085,17.751,16.762,17.323,16.302,16.855,17.677
09/18 - 4:30,17.012,17.069,17.745,16.743,17.309,16.282,16.844,17.670
09/18 - 4:45,16.998,17.052,17.739,16.723,17.294,16.263,16.833,17.664
09/18 - 5:00,16.984,17.036,17.732,16.703,17.278,16.245,16.822,17.657
09/18 - 5:15,16.971,17.021,17.726,16.683,17.263,16.227,16.812,17.650
09/18 - 5:30,16.958,17.005,17.720,16.662,17.248,16.210,16.802,17.644
09/18 - 5:45,16.945,16.990,17.714,16.641,17.232,16.193,16.792,17.637
09/18 - 6:00,16.931,16.973,17.708,16.618,17.217,16.176,16.781,17.630
09/18 - 6:15,16.915,16.953,17.702,16.593,17.200,16.156,16.769,17.623
09/18 - 6:30,16.900,16.932,17.695,16.569,17.184,16.137,16.757,17.616
09/18 - 6:45,16.885,16.912,17.689,16.545,17.167,16.119,16.746,17.608
09/18 - 7:00,16.871,16.893,17.682,16.521,17.151,16.103,16.735,17.601
09/18 - 7:15,16.860,16.877,17.676,16.517,17.135,16.111,16.734,17.594
09/18 - 7:30,16.853,16.865,17.670,16.522,17.120,16.140,16.742,17.588
09/18 - 7:45,16.847,16.854,17.664,16.531,17.107,16.184,16.757,17.582
09/18 - 8:00,16.849,16.851,17.658,16.560,17.096,16.244,16.779,17.579
09/18 - 8:15,16.860,16.857,17.652,16.613,17.089,16.323,16.812,17.578
09/18 - 8:30,16.874,16.865,17.646,16.684,17.083,16.408,16.849,17.578
09/18 - 8:45,16.891,16.877,17.641,16.767,17.080,16.498,16.889,17.580
09/18 - 9:00,16.902,16.884,17.636,16.860,17.077,16.583,16.926,17.583
09/18 - 9:15,16.904,16.884,17.631,16.892,17.073,16.640,16.950,17.586
09/18 - 9:30,16.903,16.882,17.627,16.882,17.070,16.674,16.964,17.590
09/18 - 9:45,16.901,16.881,17.623,16.855,17.069,16.693,16.972,17.593
09/18 - 10:00,16.906,16.888,17.620,16.766,17.068,16.682,16.970,17.595
09/18 - 10:15,16.921,16.903,17.617,16.814,17.073,16.724,16.990,17.598
09/18 - 10:30,16.940,16.923,17.614,16.891,17.080,16.799,17.023,17.600
09/18 - 10:45,16.964,16.946,17.612,16.952,17.091,16.892,17.061,17.603
09/18 - 11:00,16.984,16.968,17.610,17.016,17.102,16.989,17.099,17.606
09/18 - 11:15,16.999,16.987,17.609,17.077,17.115,17.067,17.130,17.609
09/18 - 11:30,17.013,17.008,17.608,17.144,17.131,17.130,17.156,17.613
09/18 - 11:45,17.028,17.032,17.608,17.220,17.149,17.180,17.179,17.619
09/18 - 12:00,17.045,17.060,17.609,17.303,17.169,17.222,17.197,17.625
09/18 - 12:15,17.064,17.092,17.610,17.388,17.193,17.257,17.212,17.633
09/18 - 12:30,17.087,17.127,17.612,17.466,17.220,17.293,17.222,17.644
09/18 - 12:45,17.116,17.167,17.615,17.539,17.246,17.342,17.231,17.659
09/18 - 13:00,17.149,17.208,17.618,17.603,17.272,17.405,17.236,17.679
09/18 - 13:15,17.181,17.247,17.621,17.651,17.298,17.469,17.234,17.701
09/18 - 13:30,17.224,17.292,17.625,17.690,17.326,17.540,17.231,17.720
09/18 - 13:45,17.274,17.340,17.630,17.727,17.355,17.605,17.225,17.737
09/18 - 14:00,17.342,17.403,17.635,17.777,17.386,17.661,17.225,17.753
09/18 - 14:15,17.425,17.476,17.642,17.839,17.415,17.701,17.238,17.767
09/18 - 14:30,17.505,17.548,17.649,17.901,17.449,17.733,17.255,17.779
09/18 - 14:45,17.586,17.621,17.658,17.955,17.487,17.761,17.274,17.786
09/18 - 15:00,17.646,17.675,17.668,17.994,17.526,17.778,17.288,17.793
09/18 - 15:15,17.692,17.722,17.679,18.013,17.570,17.775,17.290,17.801
09/18 - 15:30,17.733,17.769,17.691,18.032,17.621,17.758,17.287,17.809
09/18 - 15:45,17.770,17.818,17.709,18.046,17.675,17.735,17.280,17.816
09/18 - 16:00,17.809,17.871,17.733,18.067,17.730,17.717,17.275,17.823
09/18 - 16:15,17.853,17.932,17.764,18.095,17.783,17.713,17.274,17.830
09/18 - 16:30,17.898,17.994,17.800,18.118,17.831,17.713,17.273,17.838
09/18 - 16:45,17.939,18.052,17.840,18.136,17.875,17.701,17.271,17.846
09/18 - 17:00,17.979,18.096,17.882,18.135,17.912,17.656,17.264,17.854
09/18 - 17:15,17.993,18.107,17.924,18.111,17.941,17.571,17.249,17.867
09/18 - 17:30,17.981,18.088,17.963,18.077,17.964,17.469,17.230,17.885
09/18 - 17:45,17.937,18.041,17.997,18.040,17.981,17.369,17.209,17.908
09/18 - 18:00,17.868,17.978,18.022,18.016,17.994,17.292,17.191,17.933
09/18 - 18:15,17.804,17.926,18.039,18.002,18.004,17.233,17.178,17.956
09/18 - 18:30,17.756,17.891,18.050,17.998,18.010,17.191,17.166,17.973
09/18 - 18:45,17.723,17.868,18.055,17.998,18.012,17.161,17.157,17.984
09/18 - 19:00,17.698,17.850,18.056,17.995,18.012,17.136,17.148,17.989
09/18 - 19:15,17.677,17.834,18.055,17.987,18.009,17.113,17.138,17.990
09/18 - 19:30,17.659,17.820,18.053,17.976,18.003,17.090,17.129,17.988
09/18 - 19:45,17.643,17.806,18.049,17.960,17.997,17.068,17.120,17.985
09/18 - 20:00,17.627,17.792,18.045,17.939,17.989,17.046,17.111,17.980
09/18 - 20:15,17.610,17.776,18.041,17.915,17.980,17.023,17.101,17.975
09/18 - 20:30,17.594,17.760,18.036,17.888,17.970,16.999,17.092,17.969
09/18 - 20:45,17.577,17.743,18.031,17.859,17.959,16.975,17.082,17.963
09/18 - 21:00,17.559,17.724,18.026,17.828,17.947,16.950,17.072,17.957
09/18 - 21:15,17.541,17.705,18.021,17.795,17.935,16.924,17.061,17.950
09/18 - 21:30,17.523,17.686,18.016,17.761,17.922,16.898,17.051,17.944
09/18 - 21:45,17.505,17.666,18.011,17.727,17.908,16.872,17.040,17.937
09/18 - 22:00,17.481,17.641,18.005,17.685,17.893,16.840,17.026,17.931
09/18 - 22:15,17.448,17.609,18.000,17.633,17.876,16.795,17.006,17.924
09/18 - 22:30,17.414,17.575,17.994,17.579,17.859,16.746,16.984,17.917
09/18 - 22:45,17.379,17.541,17.987,17.525,17.840,16.695,16.961,17.910
09/18 - 23:00,17.350,17.512,17.981,17.480,17.822,16.650,16.940,17.902
09/18 - 23:15,17.330,17.490,17.974,17.445,17.805,16.618,16.926,17.895
09/18 - 23:30,17.311,17.468,17.968,17.411,17.788,16.590,16.913,17.887
09/18 - 23:45,17.293,17.447,17.961,17.378,17.772,16.564,16.901,17.879
09/19 - 0:00,17.274,17.425,17.954,17.345,17.754,16.537,16.889,17.870
09/19 - 0:15,17.255,17.403,17.947,17.311,17.737,16.511,16.876,17.862
09/19 - 0:30,17.237,17.381,17.940,17.277,17.720,16.484,16.863,17.853
09/19 - 0:45,17.219,17.359,17.933,17.244,17.703,16.458,16.850,17.845
09/19 - 1:00,17.195,17.333,17.925,17.204,17.685,16.426,16.834,17.836
09/19 - 1:15,17.164,17.300,17.918,17.155,17.667,16.381,16.811,17.827
09/19 - 1:30,17.131,17.266,17.910,17.104,17.649,16.331,16.786,17.818
09/19 - 1:45,17.097,17.232,17.902,17.054,17.630,16.280,16.759,17.810
09/19 - 2:00,17.064,17.197,17.894,17.003,17.610,16.227,16.732,17.801
09/19 - 2:15,17.030,17.162,17.885,16.953,17.590,16.171,16.703,17.792
09/19 - 2:30,17.002,17.132,17.877,16.911,17.570,16.118,16.678,17.783
09/19 - 2:45,16.994,17.125,17.868,16.898,17.557,16.083,16.665,17.774
09/19 - 3:00,16.993,17.123,17.860,16.891,17.543,16.058,16.661,17.764
09/19 - 3:15,16.959,17.087,17.851,16.840,17.520,16.003,16.636,17.755
09/19 - 3:30,16.918,17.045,17.842,16.782,17.496,15.938,16.604,17.745
09/19 - 3:45,16.876,17.002,17.834,16.724,17.471,15.869,16.569,17.736
09/19 - 4:00,16.840,16.965,17.825,16.674,17.447,15.810,16.538,17.726
09/19 - 4:15,16.825,16.946,17.816,16.652,17.425,15.785,16.523,17.716
09/19 - 4:30,16.814,16.930,17.808,16.634,17.404,15.769,16.513,17.706
09/19 - 4:45,16.805,16.915,17.800,16.615,17.382,15.758,16.505,17.696
09/19 - 5:00,16.791,16.895,17.792,16.590,17.358,15.742,16.495,17.685
09/19 - 5:15,16.763,16.863,17.783,16.547,17.333,15.704,16.474,17.675
09/19 - 5:30,16.732,16.829,17.775,16.501,17.307,15.659,16.449,17.664
09/19 - 5:45,16.701,16.795,17.766,16.455,17.281,15.612,16.423,17.653
09/19 - 6:00,16.632,16.721,17.757,16.359,17.240,15.533,16.374,17.642
09/19 - 6:15,16.581,16.667,17.748,16.289,17.208,15.469,16.332,17.631
09/19 - 6:30,16.541,16.623,17.738,16.234,17.178,15.419,16.297,17.620
09/19 - 6:45,16.506,16.584,17.728,16.185,17.148,15.377,16.268,17.609
09/19 - 7:00,16.496,16.569,17.717,16.167,17.124,15.364,16.255,17.597
09/19 - 7:15,16.518,16.582,17.707,16.214,17.106,15.446,16.290,17.585
09/19 - 7:30,16.549,16.601,17.697,16.285,17.091,15.590,16.355,17.575
09/19 - 7:45,16.585,16.625,17.686,16.386,17.079,15.775,16.440,17.568
09/19 - 8:00,16.611,16.639,17.677,16.509,17.067,15.969,16.527,17.566
09/19 - 8:15,16.633,16.651,17.667,16.676,17.059,16.159,16.609,17.568
09/19 - 8:30,16.661,16.669,17.659,16.889,17.055,16.350,16.689,17.575
09/19 - 8:45,16.693,16.693,17.651,17.143,17.055,16.542,16.771,17.585
09/19 - 9:00,16.723,16.715,17.643,17.452,17.058,16.729,16.849,17.596
09/19 - 9:15,16.742,16.730,17.637,17.591,17.061,16.877,16.912,17.605
09/19 - 9:30,16.761,16.746,17.631,17.631,17.069,16.991,16.959,17.613
09/19 - 9:45,16.779,16.766,17.625,17.603,17.079,17.077,16.997,17.620
09/19 - 10:00,16.794,16.782,17.621,17.471,17.089,17.130,17.022,17.625
09/19 - 10:15,16.801,16.794,17.617,17.423,17.103,17.187,17.047,17.629
09/19 - 10:30,16.807,16.806,17.613,17.392,17.121,17.260,17.074,17.632
09/19 - 10:45,16.814,16.822,17.611,17.328,17.142,17.342,17.105,17.635
09/19 - 11:00,16.829,16.847,17.608,17.313,17.168,17.436,17.143,17.638
09/19 - 11:15,16.852,16.880,17.606,17.359,17.197,17.524,17.186,17.641
09/19 - 11:30,16.877,16.918,17.605,17.458,17.228,17.594,17.226,17.644
09/19 - 11:45,16.904,16.958,17.605,17.561,17.262,17.645,17.262,17.648
09/19 - 12:00,16.925,16.996,17.604,17.654,17.295,17.677,17.290,17.653
09/19 - 12:15,16.943,17.033,17.605,17.739,17.330,17.694,17.305,17.660
09/19 - 12:30,16.966,17.074,17.605,17.809,17.364,17.712,17.313,17.671
09/19 - 12:45,16.994,17.119,17.606,17.868,17.400,17.744,17.318,17.687
09/19 - 13:00,17.033,17.169,17.608,17.922,17.433,17.805,17.324,17.707
09/19 - 13:15,17.081,17.229,17.610,17.967,17.462,17.885,17.331,17.726
09/19 - 13:30,17.142,17.296,17.612,18.016,17.488,17.989,17.339,17.742
09/19 - 13:45,17.209,17.363,17.615,18.077,17.523,18.099,17.347,17.756
09/19 - 14:00,17.290,17.437,17.618,18.153,17.565,18.187,17.358,17.772
09/19 - 14:15,17.383,17.519,17.623,18.248,17.612,18.251,17.374,17.785
09/19 - 14:30,17.482,17.604,17.629,18.350,17.665,18.303,17.392,17.795
09/19 - 14:45,17.588,17.697,17.636,18.454,17.724,18.361,17.411,17.801
09/19 - 15:00,17.690,17.782,17.645,18.541,17.785,18.415,17.423,17.807
09/19 - 15:15,17.779,17.863,17.657,18.598,17.846,18.444,17.425,17.814
09/19 - 15:30,17.851,17.946,17.671,18.645,17.914,18.449,17.424,17.822
09/19 - 15:45,17.913,18.031,17.695,18.683,17.984,18.436,17.420,17.829
09/19 - 16:00,17.967,18.112,17.734,18.724,18.056,18.421,17.420,17.838
09/19 - 16:15,18.021,18.191,17.782,18.766,18.126,18.422,17.424,17.847
09/19 - 16:30,18.072,18.266,17.837,18.800,18.193,18.430,17.428,17.859
09/19 - 16:45,18.126,18.338,17.897,18.830,18.253,18.426,17.430,17.873
09/19 - 17:00,18.193,18.404,17.960,18.842,18.305,18.385,17.429,17.888
09/19 - 17:15,18.249,18.444,18.019,18.842,18.350,18.300,17.423,17.904
09/19 - 17:30,18.294,18.464,18.071,18.838,18.386,18.194,17.415,17.929
09/19 - 17:45,18.323,18.470,18.115,18.842,18.416,18.090,17.408,17.964
09/19 - 18:00,18.319,18.454,18.149,18.842,18.439,18.000,17.400,18.006
09/19 - 18:15,18.235,18.383,18.174,18.833,18.456,17.917,17.390,18.049
09/19 - 18:30,18.154,18.324,18.191,18.833,18.470,17.857,17.380,18.088
09/19 - 18:45,18.094,18.286,18.201,18.838,18.480,17.814,17.371,18.119
09/19 - 19:00,18.048,18.258,18.207,18.837,18.486,17.775,17.360,18.139
09/19 - 19:15,18.008,18.231,18.209,18.823,18.488,17.728,17.343,18.151
09/19 - 19:30,17.974,18.208,18.209,18.803,18.489,17.677,17.323,18.157
09/19 - 19:45,17.943,18.185,18.208,18.776,18.486,17.624,17.303,18.158
09/19 - 20:00,17.912,18.163,18.206,18.744,18.483,17.571,17.282,18.157
09/19 - 20:15,17.883,18.139,18.203,18.703,18.477,17.518,17.261,18.155
09/19 - 20:30,17.852,18.114,18.200,18.658,18.470,17.464,17.240,18.151
09/19 - 20:45,17.821,18.086,18.196,18.606,18.462,17.409,17.218,18.146
09/19 - 21:00,17.788,18.057,18.192,18.547,18.452,17.353,17.195,18.141
09/19 - 21:15,17.754,18.026,18.189,18.483,18.440,17.296,17.172,18.135
09/19 - 21:30,17.719,17.994,18.184,18.418,18.428,17.238,17.148,18.130
09/19 - 21:45,17.683,17.961,18.180,18.353,18.414,17.180,17.123,18.123
09/19 - 22:00,17.652,17.933,18.175,18.299,18.400,17.129,17.102,18.117
09/19 - 22:15,17.630,17.912,18.170,18.258,18.386,17.091,17.087,18.110
09/19 - 22:30,17.610,17.891,18.165,18.219,18.372,17.059,17.075,18.103
09/19 - 22:45,17.591,17.871,18.160,18.180,18.356,17.029,17.064,18.095
09/19 - 23:00,17.564,17.842,18.154,18.129,18.338,16.990,17.048,18.088
09/19 - 23:15,17.526,17.804,18.149,18.063,18.318,16.936,17.024,18.079
09/19 - 23:30,17.485,17.764,18.143,17.995,18.297,16.876,16.996,18.071
09/19 - 23:45,17.444,17.722,18.136,17.927,18.275,16.814,16.966,18.063
09/20 - 0:00,17.410,17.687,18.129,17.871,18.254,16.761,16.940,18.054
09/20 - 0:15,17.392,17.665,18.123,17.833,18.234,16.731,16.927,18.045
09/20 - 0:30,17.377,17.646,18.115,17.800,18.213,16.711,16.917,18.036
09/20 - 0:45,17.364,17.628,18.108,17.769,18.193,16.694,16.910,18.027
09/20 - 1:00,17.344,17.602,18.100,17.727,18.169,16.668,16.898,18.018
09/20 - 1:15,17.310,17.565,18.092,17.668,18.144,16.621,16.875,18.008
09/20 - 1:30,17.274,17.525,18.084,17.607,18.117,16.567,16.848,17.999
09/20 - 1:45,17.236,17.485,18.075,17.545,18.090,16.510,16.820,17.990
09/20 - 2:00,17.202,17.449,18.066,17.490,18.064,16.457,16.794,17.980
09/20 - 2:15,17.176,17.419,18.057,17.442,18.039,16.415,16.773,17.970
09/20 - 2:30,17.150,17.390,18.047,17.397,18.014,16.376,16.753,17.961
09/20 - 2:45,17.125,17.361,18.038,17.351,17.989,16.339,16.734,17.951
09/20 - 3:00,17.097,17.329,18.028,17.302,17.963,16.297,16.713,17.940
09/20 - 3:15,17.063,17.293,18.018,17.246,17.937,16.246,16.687,17.930
09/20 - 3:30,17.028,17.255,18.008,17.189,17.911,16.193,16.659,17.920
09/20 - 3:45,16.994,17.218,17.998,17.133,17.886,16.138,16.631,17.909
09/20 - 4:00,16.961,17.184,17.988,17.080,17.860,16.086,16.604,17.898
09/20 - 4:15,16.932,17.152,17.978,17.031,17.833,16.038,16.579,17.887
09/20 - 4:30,16.904,17.120,17.968,16.984,17.806,15.993,16.555,17.876
09/20 - 4:45,16.876,17.087,17.958,16.937,17.778,15.947,16.531,17.865
09/20 - 5:00,16.847,17.053,17.948,16.890,17.749,15.902,16.507,17.854
09/20 - 5:15,16.817,17.020,17.938,16.842,17.719,15.857,16.482,17.843
09/20 - 5:30,16.788,16.986,17.927,16.795,17.689,15.813,16.458,17.832
09/20 - 5:45,16.759,16.951,17.917,16.748,17.657,15.769,16.433,17.820
09/20 - 6:00,16.735,16.923,17.907,16.710,17.627,15.732,16.413,17.809
09/20 - 6:15,16.721,16.902,17.897,16.684,17.598,15.712,16.400,17.796
09/20 - 6:30,16.711,16.884,17.887,16.663,17.570,15.702,16.391,17.784
09/20 - 6:45,16.703,16.867,17.877,16.642,17.541,15.695,16.384,17.772
09/20 - 7:00,16.702,16.858,17.867,16.631,17.514,15.699,16.383,17.760
09/20 - 7:15,16.714,16.860,17.858,16.663,17.490,15.775,16.414,17.748
09/20 - 7:30,16.731,16.866,17.849,16.710,17.469,15.904,16.470,17.738
09/20 - 7:45,16.751,16.875,17.839,16.806,17.452,16.071,16.543,17.731
09/20 - 8:00,16.771,16.884,17.830,16.939,17.439,16.258,16.624,17.730
09/20 - 8:15,16.790,16.894,17.821,17.134,17.430,16.451,16.710,17.734
09/20 - 8:30,16.811,16.907,17.813,17.389,17.425,16.647,16.796,17.742
09/20 - 8:45,16.835,16.923,17.805,17.706,17.423,16.848,16.883,17.752
09/20 - 9:00,16.864,16.945,17.798,18.076,17.426,17.056,16.972,17.763
09/20 - 9:15,16.893,16.970,17.792,18.368,17.433,17.266,17.060,17.772
09/20 - 9:30,16.923,17.000,17.786,18.601,17.445,17.471,17.142,17.779
09/20 - 9:45,16.954,17.030,17.781,18.797,17.463,17.678,17.220,17.783
09/20 - 10:00,16.984,17.063,17.776,18.844,17.484,17.882,17.292,17.785
09/20 - 10:15,17.013,17.097,17.772,18.808,17.510,18.080,17.358,17.787
09/20 - 10:30,17.045,17.134,17.769,18.673,17.541,18.249,17.419,17.789
09/20 - 10:45,17.077,17.174,17.766,18.450,17.575,18.380,17.475,17.792
09/20 - 11:00,17.101,17.210,17.764,18.244,17.609,18.468,17.524,17.795
09/20 - 11:15,17.114,17.239,17.761,18.169,17.643,18.512,17.563,17.799
09/20 - 11:30,17.126,17.269,17.760,18.209,17.679,18.531,17.596,17.804
09/20 - 11:45,17.139,17.302,17.759,18.273,17.715,18.533,17.621,17.810
09/20 - 12:00,17.152,17.339,17.758,18.349,17.751,18.531,17.641,17.816
09/20 - 12:15,17.170,17.379,17.758,18.426,17.787,18.533,17.652,17.826
09/20 - 12:30,17.194,17.424,17.758,18.494,17.822,18.550,17.659,17.839
09/20 - 12:45,17.226,17.472,17.759,18.550,17.853,18.590,17.666,17.857
09/20 - 13:00,17.267,17.527,17.760,18.605,17.885,18.660,17.675,17.880
09/20 - 13:15,17.317,17.590,17.762,18.662,17.920,18.741,17.687,17.903
09/20 - 13:30,17.376,17.660,17.764,18.727,17.961,18.834,17.701,17.923
09/20 - 13:45,17.443,17.732,17.767,18.803,18.013,18.931,17.715,17.941
09/20 - 14:00,17.521,17.814,17.771,18.892,18.068,19.004,17.729,17.958
09/20 - 14:15,17.607,17.899,17.776,18.992,18.123,19.046,17.743,17.973
09/20 - 14:30,17.697,17.976,17.782,19.088,18.179,19.075,17.756,17.985
09/20 - 14:45,17.796,18.055,17.790,19.173,18.235,19.108,17.768,17.995
09/20 - 15:00,17.893,18.128,17.798,19.230,18.294,19.135,17.775,18.004
09/20 - 15:15,17.987,18.211,17.808,19.274,18.360,19.156,17.777,18.013
09/20 - 15:30,18.073,18.310,17.826,19.322,18.434,19.167,17.777,18.020
09/20 - 15:45,18.155,18.418,17.858,19.366,18.511,19.173,17.775,18.028
09/20 - 16:00,18.233,18.521,17.905,19.404,18.587,19.174,17.771,18.037
09/20 - 16:15,18.296,18.607,17.966,19.429,18.660,19.165,17.765,18.048
09/20 - 16:30,18.340,18.676,18.037,19.437,18.728,19.145,17.758,18.062
09/20 - 16:45,18.378,18.725,18.114,19.435,18.789,19.099,17.749,18.078
09/20 - 17:00,18.421,18.760,18.189,19.418,18.842,19.009,17.738,18.096
09/20 - 17:15,18.461,18.776,18.256,19.396,18.885,18.885,17.725,18.117
09/20 - 17:30,18.489,18.774,18.315,19.371,18.920,18.742,17.711,18.147
09/20 - 17:45,18.494,18.755,18.362,19.345,18.946,18.600,17.694,18.185
09/20 - 18:00,18.479,18.732,18.398,19.333,18.967,18.481,17.679,18.229
09/20 - 18:15,18.400,18.671,18.424,19.321,18.982,18.384,17.666,18.274
09/20 - 18:30,18.319,18.619,18.441,19.318,18.992,18.313,17.654,18.313
09/20 - 18:45,18.259,18.581,18.451,19.318,18.998,18.260,17.642,18.343
09/20 - 19:00,18.217,18.556,18.456,19.317,19.001,18.217,17.631,18.363
09/20 - 19:15,18.188,18.537,18.457,19.311,19.001,18.179,17.620,18.374
09/20 - 19:30,18.165,18.522,18.456,19.300,18.998,18.143,17.608,18.380
09/20 - 19:45,18.146,18.508,18.454,19.282,18.993,18.108,17.596,18.381
09/20 - 20:00,18.128,18.495,18.451,19.262,18.987,18.075,17.585,18.379
09/20 - 20:15,18.111,18.481,18.447,19.237,18.980,18.041,17.573,18.376
09/20 - 20:30,18.095,18.466,18.443,19.207,18.971,18.007,17.562,18.372
09/20 - 20:45,18.077,18.450,18.440,19.174,18.962,17.973,17.550,18.367
09/20 - 21:00,18.058,18.431,18.436,19.134,18.951,17.937,17.538,18.361
09/20 - 21:15,18.037,18.410,18.431,19.086,18.939,17.898,17.525,18.355
09/20 - 21:30,18.015,18.388,18.427,19.031,18.926,17.860,17.511,18.349
09/20 - 21:45,17.994,18.365,18.422,18.971,18.912,17.821,17.497,18.343
09/20 - 22:00,17.973,18.342,18.418,18.914,18.897,17.784,17.484,18.337
09/20 - 22:15,17.952,18.318,18.413,18.861,18.882,17.747,17.471,18.331
09/20 - 22:30,17.932,18.295,18.408,18.809,18.867,17.711,17.459,18.325
09/20 - 22:45,17.912,18.271,18.403,18.759,18.850,17.675,17.446,18.319
09/20 - 23:00,17.892,18.248,18.398,18.710,18.832,17.640,17.434,18.314
09/20 - 23:15,17.872,18.225,18.393,18.664,18.814,17.606,17.422,18.308
09/20 - 23:30,17.853,18.203,18.387,18.618,18.795,17.573,17.410,18.302
09/20 - 23:45,17.834,18.180,18.382,18.572,18.776,17.541,17.399,18.296
09/21 - 0:00,17.815,18.157,18.376,18.527,18.756,17.508,17.388,18.290
09/21 - 0:15,17.795,18.133,18.370,18.481,18.736,17.475,17.376,18.283
09/21 - 0:30,17.775,18.109,18.364,18.435,18.716,17.441,17.364,18.277
09/21 - 0:45,17.755,18.085,18.358,18.390,18.695,17.408,17.352,18.270
09/21 - 1:00,17.735,18.062,18.351,18.347,18.674,17.375,17.340,18.263
09/21 - 1:15,17.717,18.040,18.345,18.305,18.653,17.345,17.328,18.256
09/21 - 1:30,17.699,18.018,18.338,18.265,18.632,17.315,17.317,18.249
09/21 - 1:45,17.682,17.996,18.331,18.225,18.610,17.285,17.305,18.242
09/21 - 2:00,17.665,17.974,18.324,18.185,18.589,17.256,17.294,18.235
09/21 - 2:15,17.647,17.952,18.317,18.146,18.567,17.226,17.282,18.228
09/21 - 2:30,17.630,17.931,18.309,18.107,18.545,17.196,17.269,18.220
09/21 - 2:45,17.612,17.909,18.301,18.069,18.523,17.167,17.257,18.213
09/21 - 3:00,17.595,17.888,18.293,18.031,18.502,17.137,17.245,18.206
09/21 - 3:15,17.578,17.868,18.285,17.994,18.480,17.108,17.232,18.198
09/21 - 3:30,17.561,17.847,18.276,17.958,18.458,17.079,17.220,18.190
09/21 - 3:45,17.545,17.827,18.268,17.924,18.436,17.051,17.208,18.183
09/21 - 4:00,17.530,17.806,18.259,17.889,18.414,17.023,17.195,18.175
09/21 - 4:15,17.514,17.785,18.250,17.855,18.391,16.996,17.183,18.167
09/21 - 4:30,17.499,17.764,18.242,17.822,18.368,16.970,17.171,18.160
09/21 - 4:45,17.484,17.743,18.233,17.788,18.345,16.944,17.159,18.152
09/21 - 5:00,17.468,17.721,18.225,17.755,18.321,16.918,17.147,18.144
09/21 - 5:15,17.452,17.699,18.217,17.722,18.297,16.891,17.135,18.136
09/21 - 5:30,17.436,17.677,18.209,17.688,18.274,16.865,17.123,18.128
09/21 - 5:45,17.419,17.655,18.200,17.656,18.250,16.838,17.110,18.120
09/21 - 6:00,17.403,17.633,18.192,17.624,18.226,16.812,17.098,18.111
09/21 - 6:15,17.387,17.611,18.184,17.593,18.201,16.788,17.086,18.103
09/21 - 6:30,17.372,17.590,18.175,17.566,18.177,16.768,17.075,18.095
09/21 - 6:45,17.358,17.570,18.167,17.539,18.153,16.749,17.064,18.087
09/21 - 7:00,17.345,17.551,18.159,17.512,18.129,16.733,17.055,18.078
09/21 - 7:15,17.335,17.534,18.151,17.509,18.106,16.754,17.059,18.070
09/21 - 7:30,17.327,17.520,18.142,17.514,18.085,16.806,17.076,18.063
09/21 - 7:45,17.321,17.508,18.135,17.542,18.066,16.881,17.102,18.058
09/21 - 8:00,17.316,17.498,18.127,17.593,18.050,16.972,17.136,18.056
09/21 - 8:15,17.312,17.489,18.120,17.681,18.036,17.069,17.172,18.056
09/21 - 8:30,17.309,17.481,18.113,17.805,18.025,17.169,17.210,18.059
09/21 - 8:45,17.306,17.476,18.107,17.952,18.015,17.271,17.250,18.063
